Designator,Mid X,Mid Y,Rotation,Layer
C1,134.62,-87.63,0.0,top
C2,141.605,-93.98,270.0,top
J2,131.2,-95.42,0.0,bottom
R1,154.575,-93.0,180.0,top
R2,154.575,-95.0,0.0,top
R3,154.575,-97.0,180.0,top
U1,147.535673,-95.55,270.0,top
